row ID,row m/z,row retention time,SampleB3.mzML Peak area,SampleB4.mzML Peak area,SampleB5.mzML Peak area,SampleB2.mzML Peak area,SampleB1.mzML Peak area,Blank_reg.mzML Peak area,
288,257.0434326,3.922232012,1.76E+07,1.53E+07,7774103.899,1.57E+07,1.02E+07,0,
289,584.3570923,1.881345047,9101225.3,1.21E+07,1.63E+08,3363381.7,3401770.914,0,
290,167.8368073,1.863595009,3.01E+07,0,0,4.93E+07,0,0,
291,153.016925,6.93872718,1.48E+07,1.68E+07,1890920.223,1.55E+07,2.39E+07,0,
292,204.0641998,4.901276506,5511021.339,5183187.907,3545767.977,5365463.121,1.79E+07,0,
293,516.223175,5.596999898,1522618.4,4924847.624,0,2440859.801,0,0,
294,616.2933411,1.865628979,8616820.343,8982298.305,1.49E+07,5789990.336,1679988.369,0,
295,588.2614136,1.993087105,9828702.645,9682647.14,2.48E+07,5837342.842,3739677.28,0,
296,372.0474579,2.087576389,1.49E+07,1.94E+07,3991706.471,1.32E+07,1.97E+07,0,
297,973.3691177,5.104045589,1.04E+07,1.27E+07,0,1.62E+07,1.36E+07,0,
298,400.0777969,6.376989693,9348069.721,9758182.138,0,1.14E+07,1.51E+07,0,
299,232.8013626,6.554877006,1.34E+07,1.20E+07,5135710.876,8123345.365,653699.99,0,
300,200.0564175,6.318282952,4781784.952,1.28E+07,0,1.04E+07,2241792.505,0,
301,266.8039551,6.550498381,2.16E+07,0,1.54E+07,0,1.69E+08,0,
302,906.684021,12.07020157,4702912.725,0,0,1.28E+07,0,0,
303,658.2384186,1.262276155,3171475.739,2837436.739,0,5215441.155,1.57E+07,0,
304,405.1738617,1.098493943,7006298.944,5746173.152,4.47E+07,3782618.59,9627083.473,0,
305,198.8923442,0.273401581,2.98E+07,0,1.98E+07,4.49E+07,0,0,
306,171.8315684,2.639522288,2.47E+07,2.20E+07,3.23E+07,0,0,0,
307,246.1501198,1.078250576,4137056.719,2626486.116,0,2400877.602,2883315.384,0,
308,295.2277161,1.179865909,4060986.643,4557459.613,1.18E+08,1929700.941,5942709.93,0,
309,456.8341034,12.41988544,1.13E+07,3327824.406,5350073.792,1.99E+07,2.73E+07,0,
310,298.1144043,6.791174433,5236566.457,8341839.815,2.22E+07,4495325.815,1.29E+07,0,
311,171.8315989,1.928297175,2.21E+07,1.42E+07,0,4.08E+07,0,0,
312,154.0146809,2.679689809,6892205.681,4754216.81,0,5344845.926,4873995.801,0,
313,554.3025269,1.942388926,6908369.233,9166046.305,9.41E+07,3890024.199,5557707.038,0,
314,653.2057266,1.81375156,1.11E+07,5387947.861,0,6702287.69,4157040.264,0,
315,261.0593506,6.93181078,7038241.286,9297715.31,271602.1241,8262884.589,8444627.753,0,
316,163.0400665,6.330269609,4985730.701,6883813.781,2765241.765,7102454.09,8055674.339,0,
317,301.2173859,1.223238406,4399011.537,4303190.243,8.44E+07,2162221.015,8938778.782,0,
318,266.0882751,7.144773052,5737823.957,7432459.595,521643.4822,7997087.223,7959534.846,0,
319,509.9713949,1.045312709,3630655.439,0,0,2331452.052,2812830.381,0,
320,844.5693207,1.42953805,4581384.677,5419290.477,3.59E+07,944731.8528,0,0,
321,302.0793793,5.003123725,1.60E+07,1.83E+07,904677.6459,1.29E+07,4.86E+07,0,
322,232.9247055,6.42747536,1.39E+07,2.04E+07,2.09E+07,1.25E+07,0,0,
323,259.816095,6.824090579,9761785.388,8955325.483,1956685.471,9418080.134,955789.1691,0,
324,345.1816788,1.067404548,2877754.678,2639914.754,0,1639430.709,1143012.752,0,
325,311.2957275,1.117754692,3465729.587,5322696.228,1.02E+07,2901748.565,4420267.502,0,
326,906.6851349,12.12014596,4289199.151,3975575.953,3978100.292,0,1.83E+07,0,
327,292.0610352,2.635790051,6628389.684,1.90E+07,0,2.59E+07,1.53E+07,0,
328,298.1297531,6.407331121,4757405.626,6660202.566,0,3406028.243,2039563.067,0,
329,473.282312,1.029220092,3173242.333,2808129.493,1.01E+07,1539913.341,1783978.804,0,
330,421.2263062,1.030951672,3307148.605,3491340.092,2114412.692,2336674.515,4233364.696,0,
331,136.8631643,1.124834526,1.77E+07,1.21E+07,0,4.31E+07,0,0,
332,165.0404689,6.541741715,6694567.336,0,0,1.80E+07,1.67E+07,0,
333,293.212323,1.190238703,3411516.559,3649172.895,1.33E+08,1788032.352,5200412.758,0,
334,279.0390594,4.630248399,5617207.885,4196005.757,1.65E+08,5572307.484,1764857.377,0,
335,185.9939484,5.222798849,7058160.616,3872721.257,8256460.105,9287608.383,2.84E+07,0,
336,325.1254578,7.118635206,4984193.842,9674392.563,666831.0807,9799162.131,3372801.741,0,
337,755.3617859,1.012159547,2948020.669,568345.489,4010739.411,742597.3975,0,0,
338,816.5344391,1.426150631,4692284.261,3185931.38,2.59E+07,0,668279.7576,0,
339,286.9120331,6.484686383,1.36E+07,2.03E+07,2.17E+07,1.18E+07,797527.3391,0,
340,164.0353699,3.738452964,8459981.408,1.10E+07,0,7778312.704,5233876.062,0,
341,417.1795654,4.890056965,1.62E+07,1.40E+07,0,2.10E+07,0,0,
342,486.9989868,6.697715072,8605976.65,1.16E+07,1960979.033,9946018.689,419134.5797,0,
343,293.1793274,1.039625219,2951033.355,3899786.979,5169110.007,2480464.92,6078538.275,0,
344,209.0818619,1.15056774,3815762.597,7204263.311,3.86E+07,5602716.098,2.38E+07,0,
345,309.1738678,1.046568793,3059642.812,2994697.009,4755322.348,2999061.996,8635738.136,0,
346,273.0081879,7.137865206,5293602.946,6685541.46,1898092.417,1.14E+07,2.80E+07,0,
347,582.2279663,1.050054076,3184065.915,2709334.186,0,1481235.021,1231310.964,0,
348,180.8558731,6.453966819,3286552.649,1.48E+07,1.49E+07,1.90E+07,5346142.244,0,
349,303.2331329,1.129839109,2925719.384,3352372.609,1.11E+08,1262417.684,2996042.117,0,
350,408.0573692,4.892925181,2757791.337,1875439.481,0,5113643.618,1.50E+07,0,
351,241.0724449,2.019007058,7222118.769,0,1359913.753,8012968.642,1.78E+07,0,
352,136.8631643,3.148735809,1.96E+07,1.77E+07,1.22E+07,0,0,0,
353,613.0891342,4.940426701,5413986.646,2407008.003,0,5402879.671,7.55E+07,0,
354,236.0331764,2.600841243,5470373.312,9182880.311,0,8686244.799,4035506.801,0,
355,184.0727982,4.752486262,4909487.484,9762415.16,2184241.758,1.49E+07,2509404.395,0,
356,249.061882,6.54970942,4390575.692,9627012.389,430190.3593,9081447.896,4015653.463,0,
357,358.8969879,6.288662259,4442057.434,5492189.414,2669940.736,3983981.571,0,0,
358,269.9610519,2.550534935,5021543.087,5083330.252,0,2503790.616,1460346.423,0,
359,417.1795044,3.214154316,2.16E+07,0,1.49E+07,0,0,0,
360,225.0024826,7.134344182,4354895.829,5852895.848,1105215.602,1.29E+07,2.37E+07,0,
361,251.0674576,4.19965232,5542342.153,7861711.925,1.61E+07,7039533.783,2260229.49,0,
362,381.1010742,6.935213317,5618235.346,7685476.361,0,7211841.045,7172523.319,0,
363,222.0304169,4.889193753,3500253.088,2732374.617,2940573.791,5168045.094,1.64E+07,0,
364,157.0618988,4.759497646,4492756.197,8234342.439,1868782.248,1.35E+07,2292565.463,0,
365,227.9973526,2.714604447,5784745.015,4615427.304,0,3830796.84,4524250.582,0,
366,267.2329773,1.136745776,2731959.952,3451550.193,3.55E+07,1327696.62,4124162.517,0,
367,214.0488243,6.516009423,8446419.943,1.13E+07,0,7095253.546,3011736.314,0,
368,146.0823269,4.258968322,5882473.256,7006261.628,0,8523022.567,4749212.262,0,
369,307.9841064,2.124202142,3391988.316,3523830.749,4588002.197,2884197.965,4629759.332,0,
370,173.104422,10.38175812,8167718.295,2.05E+07,1.53E+07,2.43E+07,1.85E+07,0,
371,178.815242,5.570957015,4683007.737,5973620.73,2.60E+07,7539673.482,3205113.103,0,
372,319.2279701,1.142760034,2189178.125,2262568.044,1.54E+08,1231058.147,0,0,
373,342.8251068,12.47695514,4368453.6,1826771.612,4900870.095,2392057.751,1175795.643,0,
374,104.0354284,7.383653631,4734415.789,0,0,1.17E+07,9113288.44,0,
375,150.0173157,5.203837542,6829054.996,5986391.716,7388825.982,6197377.924,2.10E+07,0,
376,219.8452255,6.824069289,7940648.562,7075049.145,1372079.437,6604790.935,751562.0332,0,
377,218.0459442,1.725511636,3431102.816,6470502.042,8050240.006,8105778.73,6508180.085,0,
378,374.9903488,5.287334409,4495518.203,2241669.395,0,6842093.798,6.20E+07,0,
379,258.8480225,0.293881391,2.21E+07,0,1.47E+07,0,0,0,
380,447.1340393,1.135007963,2562404.447,3285880.866,2.42E+07,3121761.474,1.21E+07,0,
381,263.0708694,2.83884713,6898316.091,8917777.066,0,1.07E+07,1.24E+07,0,
382,335.1574707,8.08615881,4655960.891,5983005.382,240924.1469,0,6089799.939,0,
383,128.9725723,6.938707839,9933856.818,9384834.397,1656473.798,1.41E+07,2.82E+07,0,
384,448.7896027,12.46288651,4296630.928,1640915.286,3657663.143,2870262.02,1851597.039,0,
385,472.8080475,12.45202435,6219742.224,1871836.968,3277636.388,7956634.66,7479775.876,0,
386,182.9312363,12.47176068,6852113.685,2338795.624,3256647.664,6729829.123,5924805.796,0,
387,382.8176178,12.46806695,4034048.504,1601445.446,3865082.216,2564275.02,1444320.417,0,
388,136.8631439,2.697883026,1.82E+07,1.55E+07,1.13E+07,0,0,0,
389,484.9985962,6.698205799,5825128.202,8615287.738,1371198.318,6955606.998,0,0,
390,234.8022512,4.333019404,8982281.317,7239204.866,0,1.18E+07,0,0,
391,312.092453,5.556950625,3145594.631,4116298.581,0,3530602.82,1720116.027,0,
392,417.1795502,6.334132092,6583956.007,9589311.657,0,6062916.248,0,0,
393,252.0878563,6.281456122,6322680.947,1.12E+07,0,9946373.617,7137706.09,0,
394,437.2138481,4.261143898,3209378.751,7184427.363,0,4173950.702,586358.6847,0,
395,437.14617,1.029213085,2026172.483,1451236.113,3126821.138,989212.3462,2493998.524,0,
396,228.0433868,2.122483995,3156950.632,2476982.308,1.61E+07,3283178.297,4044253.968,0,
397,577.1124954,5.248465635,4143871.073,1494974.944,0,3267760.764,4.62E+07,0,
398,522.8060303,12.39099964,6745375.704,1840839.201,0,0,1.86E+07,0,
399,329.0927429,2.526923386,9593602.403,0,0,7746918.147,1696176.406,0,
400,470.9904366,4.632974827,3637418.702,3274385.662,0,5959027.391,1.38E+07,0,
401,341.1199265,5.628667722,5996268.6,1.56E+07,379768.9438,4569212.844,0,0,
402,144.0456024,2.244948039,3957028.305,4577069.976,1738093.89,2820654.124,3327063.789,0,
403,313.0007446,7.144852626,3741737.504,3930785.287,939957.1754,7137059.331,2.54E+07,0,
404,109.0295792,1.518075373,1401356.401,1552053.785,4.35E+07,1044739.334,843185.2142,0,
405,396.0866343,4.618801954,3242045.156,8548999.983,0,2106718.818,0,0,
406,202.0485733,6.314534072,2917438.371,2926969.763,999723.8938,4812125.861,1.86E+07,0,
407,262.8716827,12.43071124,7572051.688,2301301.558,3349637.922,1.02E+07,1.12E+07,0,
408,365.0373001,5.259256101,2810459.091,1861738.735,0,1996581.667,4.85E+07,0,
409,230.0670891,3.687658423,5688930.526,6519504.185,0,5203136.359,3471513.406,0,
410,276.8537231,12.47519298,3201915.381,1469308.646,4247494.308,1506436.068,642030.1246,0,
411,138.05616,2.747487659,5743580.718,4850704.735,0,6580687.922,4271215.442,0,
412,199.0070915,1.207728737,1538090.595,1607418.969,4.16E+07,1019574.686,0,0,
413,249.1861008,1.16261539,1551121.235,1653313.097,4.61E+07,661957.9989,1613617.554,0,
414,410.9671509,4.943534296,2204010.834,955217.1949,1131801.908,4109394.361,5.03E+07,0,
415,266.0316811,1.056558209,1648249.49,2476282.048,0,1349682.372,3538023.912,0,
416,220.0383167,2.050588696,2330601.291,4382655.357,0,2655901.906,3989593.553,0,
417,210.8423615,6.533474692,1.12E+07,7716188.191,7995819.965,1.79E+07,8.86E+07,0,
418,562.7986084,12.41291771,4715637.791,1349274.987,2295925.322,8690303.794,1.33E+07,0,
419,154.9155579,12.49482827,3563748.344,1483333.737,0,0,0,0,
420,234.8022512,4.333019404,8982281.317,7239204.866,0,1.18E+07,0,0,
421,737.5371643,1.630929973,4356889.958,9139271.66,3.46E+07,4864762.123,692066.5727,0,
422,628.7703857,12.37737154,5394094.987,1526840.308,0,1.01E+07,1.64E+07,0,
423,322.0772018,4.252015027,4831998.725,6194030.085,0,5221585.958,882111.9608,0,
424,220.065012,5.428373276,5151396.772,9533257.792,0,8889013.835,3456853.665,0,
425,302.8644958,12.42891063,6105269.878,1815327.091,2618991.925,9138672.9,1.06E+07,0,
426,424.0311432,7.020508969,5452634.815,6532656.262,5695104.091,5774446.809,4796164.085,0,
427,231.0333435,1.116019179,1333260.449,1245810.091,1.19E+08,812288.5663,590082.3252,0,
428,105.9895325,8.424442967,1.98E+07,0,0,0,9637532.415,0,
429,222.8853989,12.47705401,3268065.367,1297018.352,3146721.036,2151515.304,1181272.229,0,
430,381.9590963,4.248095571,3485159.368,4428388.493,0,2728172.85,0,0,
431,790.5158005,1.446782457,2099968.736,1946229.391,1.25E+07,582150.6412,0,0,
432,236.8612747,12.4853382,2581739.115,1314178.257,4214888.707,879724.065,0,0,
433,208.8452587,6.522546276,8254440.052,5328455.421,6045626.502,0,6.55E+07,0,
434,334.0208496,4.269592886,3004003.463,3174994.292,124543.9154,4806363.566,8623629.231,0,
435,338.0626144,6.675612317,1842869.623,2335315.066,0,3983074.05,4801361.379,0,
436,465.3040741,1.037895166,1411728.542,1801889.052,2.42E+07,664676.9918,1025530.78,0,
437,232.801356,6.201086836,2068876.487,4489742.186,1.49E+07,0,0,0,
438,342.0964012,5.533075669,2896245.691,8323870.185,0,8626596.181,8946818.628,0,
439,241.7580154,5.583174749,2254930.395,2447297.66,5.86E+07,1367034.583,430228.2229,0,
440,407.1222153,2.112897583,1417310.679,1220852.24,1.92E+07,850280.8659,0,0,
441,400.111557,4.545236992,6046449.305,1.11E+07,0,1.13E+07,1.08E+07,0,
442,271.2280159,1.204061612,2434218.716,1366781.256,3.76E+07,0,3510744.026,0,
443,130.0924187,5.419709846,1281661.912,1491916.219,0,1288046.025,2265477.756,0,
444,180.0300236,3.570645421,3963616.119,7253123.297,3.55E+07,5594366.813,0,0,
445,215.0018412,1.25764277,1147753.73,0,3.29E+07,580178.7549,0,0,
446,251.1071663,4.450164581,3130575.251,4404576.307,0,4353946.868,5591414.614,0,
447,105.0194481,6.109195162,2552663.59,2710623.727,2.81E+07,3581635.953,4166107.616,0,
448,143.9157359,7.2021463,9289299.431,1.05E+07,0,1.45E+07,0,0,
449,272.7951431,6.53967761,6986073.333,0,5506383.935,1.34E+07,5.77E+07,0,
450,218.9499954,6.923029302,5187433.316,3955903.818,477657.5162,4962687.397,2.10E+07,0,
451,176.8173485,5.598119988,2769620.552,2928634.483,1.55E+07,3149113.194,0,0,
452,282.0628662,1.106667443,1403337.534,878649.8208,0,943756.5129,1087548.281,0,
453,115.0401894,1.788431493,1626266.669,1488255.671,5.72E+07,1148787.785,3584195.767,0,
454,498.2890727,1.379310075,668217.7383,0,1.07E+08,0,1430695.934,0,
455,143.9157028,8.446293468,1.25E+07,0,0,0,2.35E+07,0,
456,193.090601,1.152007719,863783.0805,2191685.641,0,664361.8661,1334576.564,0,
457,240.0854607,4.263314022,2297043.148,3427748.446,0,2556556.501,5722588.106,0,
458,309.1715469,1.128259671,1106513.22,2285903.67,0,1606330.802,1856874.978,0,
459,123.0452347,7.818170409,8058144.832,0,0,2.03E+07,0,0,
460,248.8377762,5.775967652,5899866.937,0,0,0,8.27E+07,0,
461,143.9157257,7.70845121,1.15E+07,9415676.207,0,0,0,0,
462,268.8760742,6.140759928,2325219.167,3466291.378,2.77E+07,2636150.894,1242497.223,0,
463,123.0452487,8.47727841,9291173.97,9971255.118,0,0,6.34E+07,0,
464,102.9569382,6.933495759,5409735.265,4103569.37,797321.0966,6979522.39,3.04E+07,0,
465,188.0459957,5.417539534,2175215.521,1664200.634,0,2704530.456,1.49E+07,0,
466,275.2017784,1.154486398,1205670.409,1346828.244,4.46E+07,0,1208908.305,0,
467,178.8441639,5.561089679,2179366.765,3070144.194,1.43E+08,699897.0743,0,0,
468,154.8807945,6.496457814,7870333.474,5403697.142,5347737.227,0,5.13E+07,0,
469,330.9669556,7.146544938,1987418.788,1882605.519,490920.9634,4672431.99,1.62E+07,0,
470,264.9950256,7.136115385,1812739.938,2035716.777,385107.7831,4824025.951,1.27E+07,0,
471,514.2844421,1.849609929,2357799.083,2416534.326,1.14E+08,1756457.64,1850652.316,0,
472,200.0329514,2.209744836,1698058.569,1821422.403,3.04E+07,1137909.738,2412390.881,0,
473,243.7552433,5.550187004,1391347.411,1606262.011,3.75E+07,822860.6827,0,0,
474,160.9494034,12.47528775,2424152.849,963349.0576,2328099.118,1740380.174,1393911.966,0,
475,173.056781,5.973412443,1322438.306,3051217.485,973732.0199,2339086.981,832644.7669,0,
476,614.278862,1.887687351,983201.4897,0,3088780.811,400480.6639,715679.882,0,
477,172.036211,6.775074646,1258844.179,2417180.386,0,3399703.61,3163182.53,0,
478,233.0568985,4.199602487,2046116.615,3147930.764,6018497.92,2491512.93,666727.9818,0,
479,378.9719086,7.150077536,1712118.761,1677987.625,528772.114,3301047.829,1.66E+07,0,
480,317.212307,1.160020631,682313.7984,854674.0274,5.83E+07,382196.8931,0,0,
481,335.095105,7.134374745,1055460.675,3467298.263,178189.6788,4841696.497,3443421.846,0,
482,333.1896057,1.062169333,790128.8097,1155714.977,1.02E+07,697228.1349,1166344.113,0,
483,580.3257385,1.935428322,1539904.121,2525300.214,5.76E+07,473596.7094,2004368.922,0,
484,227.9973202,1.481567593,774125.9512,361449.6861,5.93E+07,558899.8542,0,0,
485,146.908474,2.210216129,4048690.579,0,1.47E+07,2074598.915,6813130.252,0,
486,224.9063736,8.828733318,1636491.893,1968714.439,5293227.005,3865811.721,9668642.563,0,
487,130.0663361,1.722033009,1343700.176,2877485.437,3148529.329,2738382.631,2720422.04,0,
488,213.0227661,1.140594372,619045.2189,637215.7099,4.23E+07,437768.4413,0,0,
489,385.1396713,2.119056759,2859924.457,2564389.724,2.33E+07,0,2809478.481,0,
490,262.8771248,6.1234122,1239811.586,2062625.919,1.71E+07,1554298.082,0,0,
491,116.0506836,5.712151423,1757747.28,2315282.592,2797912.392,1293563.715,1565265.84,0,
492,340.8396088,10.93206541,2254865.291,2701741.155,2205920.804,2607495.387,2823898.443,0,
493,653.3013184,1.036167215,712102.5022,557211.2072,2.38E+07,1300046.927,4925284.735,0,
494,397.1784325,1.633142695,1373474.053,1451063.143,8.52E+07,969496.257,0,0,
495,329.2488098,1.123332745,562795.0452,710501.7334,3.41E+07,256370.667,0,0,
496,343.2851028,1.110111362,788550.8026,710597.7171,5.44E+07,411684.5415,0,0,
497,476.2781616,1.847833366,1934722.237,3154595.173,4.80E+07,1221468.928,1907058.86,0,
498,189.0129379,7.38340915,1334006.988,3169658.948,9790771.808,3103735.538,663849.9473,0,
499,239.7605553,5.545847658,1119264.792,1140957.537,3.08E+07,641012.6568,0,0,
500,603.1364899,5.172511334,705538.1985,0,0,0,2.57E+07,0,
501,131.082695,10.38826074,2641286.29,6240437.891,0,7165278.047,5647977.715,0,
502,242.013031,1.911527747,1099389.177,798371.3561,1.38E+07,710592.7035,0,0,
503,245.9842606,3.34756806,2194290.098,0,5283053.293,0,0,0,
504,341.2694061,1.102161919,839384.605,975457.1802,1.04E+07,424563.4144,1014326.64,0,
505,464.7634735,12.48980126,1159730.023,585960.041,1575270.977,424441.7836,0,0,
506,229.0176926,1.177171336,880483.9994,0,4.36E+07,374531.9461,0,0,
507,357.0764465,7.136100613,833496.289,2413458.451,172134.3233,3610327.994,3700052.711,0,
508,552.2859558,1.977489296,1868804.745,2322857.389,2.99E+07,867867.5932,1450554.905,0,
509,264.8750076,6.125590729,1154156.411,2009217.159,1.56E+07,1253941.903,0,0,
510,130.0846812,4.947292838,805637.4859,0,0,1473681.492,1325464.882,0,
511,445.0693665,2.154180175,926394.6139,595899.805,5492305.031,606387.0867,0,0,
512,211.0976639,1.067356347,699889.3007,989425.7164,7800394.642,693844.6809,1173701.112,0,
513,158.9346085,8.823460578,1332218.636,1807920.553,5757326.518,3170317.238,5596645.96,0,
514,544.3176346,1.922435334,1353322.238,1481626.202,1.31E+07,586743.5549,0,0,
515,465.0809746,2.117202867,515164.0905,510883.103,4447017.176,282140.6301,0,0,
516,199.0724426,4.621456739,1042678.641,1371937.202,1.24E+08,1874626.909,182561.6153,0,
517,187.9418701,6.121626806,1038307.83,1298264.629,8898138.439,838427.1549,423394.7323,0,
518,370.9589447,7.144783342,1335277.743,1243975.212,358641.2433,2923789.459,1.28E+07,0,
519,243.0622711,4.640680975,933365.7693,941495.6778,5.16E+07,864408.9282,448506.653,0,
520,516.3227768,2.04961155,1163617.274,1305912.328,1.48E+07,482264.464,0,0,
521,480.3096275,1.77569508,2117057.574,2744558.421,2.97E+07,860517.1383,0,0,
522,256.8222351,6.89108306,1555034.053,889319.6259,0,903461.464,0,0,
523,195.0863838,10.39013378,1680834.256,4309012.493,0,0,0,0,
524,151.8741837,5.519488049,4034878.479,0,0,883793.1968,0,0,
525,188.071701,2.740171958,1364406.839,1311300.126,6.64E+07,384872.7977,1277192.541,0,
526,212.0751266,10.89539555,4455548.513,0,0,0,2.58E+07,0,
527,763.5607834,1.617991421,1054719.015,3137535.103,1.68E+07,736066.1835,0,0,
528,157.0367775,6.412244409,839834.4175,1678963.833,7.84E+07,682491.4227,0,0,
529,138.0197479,4.44886594,2053262.178,2637289.464,253039.2114,3377043.508,1785668.576,0,
530,409.2359222,1.982718505,1247899.399,1589358.196,4.26E+07,305456.8738,676213.788,0,
531,175.0248291,3.927113805,1483065.356,1798035.748,4.75E+07,1373688.904,767920.8683,0,
532,151.0401352,1.617058629,718651.7934,585208.4971,8451167.373,274530.6947,3110018.795,0,
533,165.0557297,1.781452129,719139.7165,646314.2589,4.10E+07,571303.0482,1497735.013,0,
534,359.1683472,1.051765632,479933.3004,1711110.49,1840480.524,855702.6031,2686600.61,0,
535,347.0954987,1.05523002,485596.3783,546537.6607,9174086.814,294267.3859,807490.7802,0,
536,341.0406281,3.939374379,1214264.357,1092868.066,6.21E+07,1197132.9,1824609.262,0,
537,316.7393392,3.201511387,641487.9666,866730.5199,3561644.885,0,0,0,
538,436.2831993,1.780035327,953443.281,425866.8844,1.36E+07,131618.9921,0,0,
539,212.883194,6.195067826,838501.9949,1428485.431,1158087.784,441094.2804,0,0,
540,264.8989685,8.826869112,749178.1416,979750.2472,2280725.928,1993133.129,5646021.411,0,
541,203.046257,2.669880972,919474.8867,463742.7848,0,828169.2929,0,0,
542,222.7648824,5.544425587,343525.2764,613859.1627,2.30E+07,0,0,0,
543,437.2673988,1.874488288,957741.7042,1333196.579,1.90E+07,355124.8965,0,0,
544,556.2993622,1.981557475,374009.1832,1005858.155,8596831.586,378167.7014,0,0,
545,230.997023,1.695450562,502091.5003,492981.3322,3.33E+07,426353.6827,227829.1303,0,
546,206.7889862,5.444806024,211799.7112,0,5964475.578,0,0,0,
547,279.0991313,2.485448354,1088407.788,1298126.986,0,2172990.087,0,0,
548,129.0194906,5.296860442,527637.3205,0,1.65E+07,540585.216,0,0,
549,136.0404709,3.628294738,1256273.146,2079399.06,8347298.148,1637342.638,1092082.247,0,
550,317.1143913,2.198030163,545686.6854,432077.7454,1.50E+07,802040.6762,0,0,
551,142.9173294,5.595318746,556446.8053,704448.7179,1.74E+07,162397.5274,424216.3815,0,
552,114.9341812,1.547222442,317406.27,0,0,233289.7712,0,0,
553,370.1149841,2.208070913,424584.5054,544496.3692,2.94E+07,410572.3231,309523.7834,0,
554,344.906395,4.427097121,557082.3563,538343.6787,2455100.198,263826.0984,0,0,
555,230.012886,2.168881305,269622.9329,247837.2931,6207912.392,0,0,0,
556,528.2863953,2.026660772,630910.168,1542016.853,1.20E+07,344979.4901,6025307.43,0,
557,565.3624268,1.862946237,453054.1796,682457.9538,1.02E+07,0,0,0,
558,309.8732147,12.46093217,636502.4731,0,0,523906.6584,222334.1766,0,
559,272.0236015,1.819572026,266491.4493,293068.4312,2.94E+07,242360.2267,0,0,
560,122.972168,12.29288075,261669.3978,0,216530.1877,0,0,0,
561,578.3085022,1.983717934,395884.8075,729894.9728,1.71E+07,0,403987.5127,0,
562,484.3052877,1.026925686,230065.1385,4182592.385,6991083.46,0,0,0,
563,389.2180557,2.014721471,459032.1153,286918.1346,1.63E+07,669071.9084,0,0,
564,537.3309428,1.994523019,402107.2245,684129.0876,1.88E+07,0,0,0,
565,399.1753896,1.617645703,270713.4813,281002.8581,2.53E+07,0,0,0,
566,114.9341774,1.599421466,1076263.778,0,0,174621.2259,0,0,
567,140.919368,5.59535223,485604.1935,507422.4732,1.58E+07,227604.9166,304497.9797,0,
568,245.7525024,5.484239257,237996.0013,0,1.01E+07,0,0,0,
569,114.9341679,2.071914326,1971526.98,0,570727.7319,0,0,0,
570,180.8635845,6.525872864,178766.5574,263222.225,120794.34,286668.1814,0,0,
571,502.270565,2.103872505,379020.6173,482485.1325,1.17E+07,0,321809.7121,0,
572,194.0458628,4.591145131,232847.6088,0,2.60E+07,452938.629,0,0,
573,245.0569255,2.645329604,306398.0626,260633.6863,252733.4718,0,0,0,
574,415.8370667,12.47215818,223070.3498,63127.17937,110160.1265,342911.0363,0,0,
575,257.0546316,6.636374525,158310.2302,0,8953695.939,156951.7318,0,0,
576,130.051062,3.762106475,896543.9975,1373838.48,1.53E+07,1739466.076,3575549.659,0,
577,516.2859344,2.050372508,281273.4203,0,7051243.13,0,0,0,
578,570.3408,1.909403243,280314.0105,389904.5545,8628787.159,0,0,0,
579,176.900705,8.827042039,330505.9225,418211.3682,1295030.859,1049624.28,1709568.502,0,
580,255.0097412,4.217067993,325843.6364,361553.0057,1.75E+07,259516.6907,363704.6634,0,
581,233.012619,1.982510997,232735.0949,193182.4417,2.07E+07,0,0,0,
582,293.054601,3.666906775,158774.25,0,1.55E+07,129164.1046,0,0,
583,102.05616,5.703432242,151821.9924,470302.3199,1.18E+07,569239.8808,317249.5422,0,
584,131.0714912,1.67300793,197319.9197,206723.6347,1.18E+07,0,703619.6964,0,
585,435.2517039,1.91523046,350380.757,471967.3329,1.47E+07,0,0,0,
586,204.0666122,1.912608353,181662.3743,0,8438535.085,172716.1305,0,0,
587,426.7074687,4.34411762,438596.8219,0,0,181100.3444,0,3.90E+08,
588,283.9767456,1.783130066,145674.7069,0,9105912.578,0,0,0,
589,162.8426259,3.619443354,342540.767,496991.2703,0,304632.0415,0,0,
590,186.0561562,3.416191405,299880.8104,268835.5878,1.95E+07,70163.42795,0,0,
591,424.710434,2.319388222,286863.4872,185056.5137,0,642478.0326,0,4.34E+08,
592,432.7235374,4.788579621,178235.5783,0,179026.6349,1762461.605,0,2.79E+08,
593,122.9706154,0.295030736,103794.5466,0,0,0,423873.135,0,
594,166.0181389,3.905723542,233482.1396,311032.6683,2.33E+07,268590.6221,0,0,
595,162.8427124,3.158591194,232965.2907,0,0,251607.9788,0,0,
596,162.8427226,3.407586149,129439.4056,91240.32864,0,394097.9316,0,0,
597,152.8877487,2.950078792,186971.0172,0,60288.85404,160773.394,0,0,
598,522.8060303,12.42919155,6745375.704,1840839.201,3156456.908,1.25E+07,0,0,
599,484.6661123,4.12510156,191369.7984,0,0,1010973.523,0,5.33E+08,
600,231.0599499,7.381953971,85125.28433,483945.2284,1607077.073,431112.2487,0,0,
601,162.8426056,4.038667626,171695.1643,0,0,312841.6378,119943.7616,0,
602,484.6663005,3.038749054,68578.94886,0,63483.0046,0,0,5.26E+08,
603,260.0234863,7.560047814,133728.6206,264141.5864,3.89E+07,330091.1452,278151.9215,0,
